orders_details_id,bigbag_number,bigbag_filling_time_end,sifter_speed_nominal_pct
29.0,5.0,2019-02-18 12:10:00.000,0.75
29.0,6.0,2019-02-18 13:25:00.000,0.75
29.0,7.0,2019-02-18 14:55:00.000,0.75
29.0,8.0,2019-02-18 16:25:00.000,0.75
29.0,9.0,2019-02-18 17:40:00.000,0.75
29.0,10.0,2019-02-18 19:10:00.000,0.75
29.0,11.0,2019-02-18 20:40:00.000,0.75
29.0,12.0,2019-02-18 22:10:00.000,0.75
29.0,13.0,2019-02-19 00:05:00.000,0.75
29.0,14.0,2019-02-19 01:20:00.000,0.75
29.0,15.0,2019-02-19 02:50:00.000,0.75
29.0,16.0,2019-02-19 04:10:00.000,0.75
29.0,17.0,2019-02-19 05:30:00.000,0.75
30.0,1.0,2019-03-01 07:05:00.000,0.75
30.0,2.0,2019-03-01 08:30:00.000,0.75
30.0,3.0,2019-03-01 10:00:00.000,0.75
30.0,4.0,2019-03-01 11:30:00.000,0.75
30.0,5.0,2019-03-01 13:05:00.000,0.75
30.0,6.0,2019-03-01 14:25:00.000,0.75
30.0,7.0,2019-03-01 15:40:00.000,0.75
30.0,8.0,2019-03-01 17:00:00.000,0.75
30.0,9.0,2019-03-01 18:20:00.000,0.75
30.0,10.0,2019-03-01 19:25:00.000,0.75
30.0,11.0,2019-03-01 20:10:00.000,0.75
