orders_details_id,testing_time,steam_preasure,dd_speed,temp_out
7.0,2018-07-17 11:30:00.000,8.0,8.6,120.0
7.0,2018-07-17 12:30:00.000,8.0,8.8,120.0
7.0,2018-07-17 13:30:00.000,8.0,8.8,120.0
7.0,2018-07-17 14:30:00.000,8.0,8.8,120.0
7.0,2018-07-17 15:30:00.000,8.2,8.6,120.0
7.0,2018-07-17 16:30:00.000,8.2,8.6,120.0
7.0,2018-07-17 17:30:00.000,8.2,8.6,120.0
7.0,2018-07-17 18:30:00.000,8.2,8.6,120.0
7.0,2018-07-17 19:30:00.000,8.2,8.6,120.0
7.0,2018-07-17 20:30:00.000,8.2,8.6,120.0
7.0,2018-07-17 21:30:00.000,8.2,8.6,120.0
8.0,2018-07-17 22:30:00.000,8.3,8.8,116.0
8.0,2018-07-17 23:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 00:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 01:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 02:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 03:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 04:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 05:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 06:30:00.000,8.3,8.8,116.0
8.0,2018-07-18 07:30:00.000,8.2,8.8,116.0
8.0,2018-07-18 08:30:00.000,8.2,8.8,116.0
8.0,2018-07-18 09:30:00.000,8.2,8.8,116.0
8.0,2018-07-18 10:30:00.000,8.2,8.9,116.0
8.0,2018-07-18 11:30:00.000,8.2,8.9,116.0
8.0,2018-07-18 12:30:00.000,8.2,8.9,116.0
8.0,2018-07-18 13:30:00.000,8.2,8.9,116.0
8.0,2018-07-18 14:30:00.000,8.2,8.9,116.0
8.0,2018-07-18 15:30:00.000,8.2,8.9,116.0
8.0,2018-07-18 16:30:00.000,8.2,8.9,116.0
9.0,2018-08-17 16:30:00.000,7.8,8.0,111.0
9.0,2018-08-17 17:30:00.000,8.0,8.0,111.0
9.0,2018-08-17 18:30:00.000,8.2,8.2,111.0
9.0,2018-08-17 19:30:00.000,8.2,8.2,111.0
9.0,2018-08-17 20:30:00.000,8.2,8.2,112.0
9.0,2018-08-17 21:30:00.000,8.2,8.2,112.0
9.0,2018-08-17 22:30:00.000,8.2,8.2,112.0
9.0,2018-08-17 23:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 00:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 01:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 02:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 03:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 04:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 05:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 06:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 07:30:00.000,8.2,8.2,112.0
9.0,2018-08-18 08:30:00.000,,,
9.0,2018-08-18 09:30:00.000,8.3,8.3,112.0
9.0,2018-08-18 10:30:00.000,8.3,8.3,112.0
9.0,2018-08-18 11:30:00.000,8.3,8.3,112.0
9.0,2018-08-18 12:30:00.000,8.3,8.3,112.0
9.0,2018-08-18 13:30:00.000,8.3,8.3,112.0
10.0,2018-08-17 14:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 15:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 16:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 17:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 18:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 19:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 20:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 21:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 22:30:00.000,8.2,9.0,113.0
10.0,2018-08-17 23:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 00:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 01:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 02:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 03:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 04:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 05:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 06:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 07:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 08:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 09:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 10:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 11:30:00.000,8.2,8.5,113.0
10.0,2018-08-18 12:30:00.000,8.2,8.5,113.0
11.0,2018-08-29 13:30:00.000,6.5,4.5,108.0
11.0,2018-08-29 14:30:00.000,7.0,7.0,113.0
11.0,2018-08-29 15:30:00.000,7.0,7.0,113.0
11.0,2018-08-29 16:30:00.000,7.0,7.0,113.0
11.0,2018-08-29 17:30:00.000,7.5,7.0,113.0
11.0,2018-08-29 18:30:00.000,7.5,7.0,113.0
11.0,2018-08-29 19:30:00.000,7.5,7.0,113.0
11.0,2018-08-29 20:30:00.000,7.5,7.0,113.0
11.0,2018-08-29 21:30:00.000,7.5,7.0,113.0
11.0,2018-08-29 22:30:00.000,8.0,7.8,114.0
11.0,2018-08-29 23:30:00.000,8.0,7.8,116.0
11.0,2018-08-30 00:30:00.000,8.0,7.8,116.0
11.0,2018-08-29 01:30:00.000,8.0,7.8,116.0
11.0,2018-08-29 02:30:00.000,8.0,7.8,116.0
11.0,2018-08-29 03:30:00.000,8.0,7.8,116.0
11.0,2018-08-29 04:30:00.000,8.0,7.8,116.0
11.0,2018-08-29 05:30:00.000,8.0,7.8,116.0
11.0,2018-08-29 06:30:00.000,8.0,7.8,116.0
13.0,2018-10-16 14:30:00.000,8.3,8.5,119.0
13.0,2018-10-16 15:30:00.000,8.3,8.0,119.0
13.0,2018-10-16 16:30:00.000,8.3,8.0,119.0
13.0,2018-10-16 17:30:00.000,7.5,8.0,119.0
13.0,2018-10-16 18:30:00.000,7.5,8.0,119.0
13.0,2018-10-16 19:30:00.000,7.5,8.0,119.0
13.0,2018-10-16 20:30:00.000,7.5,8.0,119.0
13.0,2018-10-16 21:30:00.000,7.5,8.0,119.0
13.0,2018-10-16 22:30:00.000,8.5,8.5,119.0
13.0,2018-10-16 23:30:00.000,8.5,8.5,119.0
13.0,2018-10-16 00:30:00.000,8.5,8.5,119.0
13.0,2018-10-16 01:30:00.000,8.5,8.5,119.0
13.0,2018-10-16 02:30:00.000,8.5,8.5,119.0
13.0,2018-10-16 03:30:00.000,8.5,8.5,119.0
14.0,2018-11-13 17:30:00.000,5.0,5.0,111.0
14.0,2018-11-13 18:30:00.000,7.0,7.5,111.0
14.0,2018-11-13 19:30:00.000,7.0,7.5,111.0
14.0,2018-11-13 20:30:00.000,7.0,7.5,111.0
14.0,2018-11-13 21:30:00.000,7.0,7.5,111.0
14.0,2018-11-13 22:30:00.000,7.0,7.5,111.0
14.0,2018-11-13 23:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 00:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 01:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 02:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 03:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 04:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 05:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 06:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 07:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 08:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 09:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 10:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 11:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 12:30:00.000,7.0,7.5,111.0
14.0,2018-11-14 13:30:00.000,7.0,7.5,111.0
15.0,2018-11-14 14:30:00.000,7.0,7.5,115.0
15.0,2018-11-14 15:30:00.000,6.5,7.5,115.0
15.0,2018-11-14 16:30:00.000,6.0,7.5,115.0
15.0,2018-11-14 17:30:00.000,6.0,7.5,115.0
15.0,2018-11-14 18:30:00.000,6.0,8.0,115.0
15.0,2018-11-14 19:30:00.000,6.0,8.0,115.0
15.0,2018-11-14 20:30:00.000,6.0,8.0,115.0
15.0,2018-11-14 21:30:00.000,6.0,8.0,115.0
15.0,2018-11-14 22:30:00.000,6.0,8.0,115.0
15.0,2018-11-14 23:30:00.000,6.0,8.0,115.0
15.0,2018-11-15 00:30:00.000,6.0,8.0,115.0
15.0,2018-11-15 01:30:00.000,6.0,8.0,115.0
15.0,2018-11-15 02:30:00.000,6.0,8.0,115.0
15.0,2018-11-15 03:30:00.000,6.0,8.0,115.0
15.0,2018-11-15 04:30:00.000,6.0,8.0,115.0
15.0,2018-11-15 05:30:00.000,6.0,8.0,115.0
15.0,2018-11-15 06:30:00.000,6.0,8.0,118.0
15.0,2018-11-15 07:30:00.000,6.0,8.0,118.0
15.0,2018-11-15 08:30:00.000,6.0,7.5,118.0
15.0,2018-11-15 09:30:00.000,6.0,7.5,118.0
15.0,2018-11-15 10:30:00.000,6.5,8.0,118.0
15.0,2018-11-15 11:30:00.000,6.5,8.0,118.0
15.0,2018-11-15 12:30:00.000,6.5,8.0,118.0
15.0,2018-11-15 13:30:00.000,6.5,8.0,118.0
16.0,2018-11-15 14:30:00.000,6.5,8.0,118.0
16.0,2018-11-15 15:30:00.000,6.5,8.0,118.0
16.0,2018-11-15 16:30:00.000,6.5,8.0,118.0
16.0,2018-11-15 17:30:00.000,6.5,8.0,118.0
16.0,2018-11-15 18:30:00.000,6.5,8.0,118.0
16.0,2018-11-15 19:30:00.000,6.5,8.0,118.0
16.0,2018-11-15 20:30:00.000,6.5,8.0,118.0
16.0,2018-11-16 00:30:00.000,6.0,7.0,117.0
16.0,2018-11-16 01:30:00.000,7.0,7.5,117.0
16.0,2018-11-16 02:30:00.000,7.0,7.5,117.0
16.0,2018-11-16 03:30:00.000,7.0,7.5,117.0
16.0,2018-11-16 04:30:00.000,7.0,7.5,117.0
16.0,2018-11-16 05:30:00.000,7.0,7.5,117.0
16.0,2018-11-16 06:30:00.000,7.0,7.5,116.0
16.0,2018-11-16 07:30:00.000,7.0,7.5,116.0
16.0,2018-11-16 08:30:00.000,7.0,7.5,116.0
16.0,2018-11-16 09:30:00.000,7.0,7.5,116.0
16.0,2018-11-16 10:30:00.000,7.0,7.5,116.0
16.0,2018-11-16 11:30:00.000,7.0,7.5,116.0
16.0,2018-11-16 12:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 12:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 13:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 14:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 15:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 16:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 17:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 18:30:00.000,6.7,7.5,116.0
16.0,2018-11-16 19:30:00.000,6.7,8.0,116.0
17.0,2018-11-26 15:30:00.000,6.5,6.0,113.0
17.0,2018-11-26 16:30:00.000,6.5,7.0,113.0
17.0,2018-11-26 17:30:00.000,6.5,7.0,113.0
17.0,2018-11-26 18:30:00.000,6.2,8.0,113.0
17.0,2018-11-26 19:30:00.000,6.2,8.0,113.0
17.0,2018-11-26 20:30:00.000,6.2,8.0,113.0
17.0,2018-11-26 21:30:00.000,6.2,8.0,113.0
17.0,2018-11-26 22:30:00.000,6.2,8.0,113.0
17.0,2018-11-26 23:30:00.000,6.2,8.0,113.0
17.0,2018-11-27 00:30:00.000,6.2,8.0,113.0
17.0,2018-11-27 01:30:00.000,6.2,8.0,113.0
17.0,2018-11-27 02:30:00.000,6.2,8.0,103.0
17.0,2018-11-27 03:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 04:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 05:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 06:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 07:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 08:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 09:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 10:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 11:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 12:30:00.000,6.2,8.0,118.0
17.0,2018-11-27 13:30:00.000,6.2,8.0,118.0
18.0,2018-11-27 14:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 15:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 16:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 17:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 18:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 19:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 20:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 21:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 22:30:00.000,6.5,8.0,114.0
18.0,2018-11-27 23:30:00.000,6.5,8.0,114.0
18.0,2018-11-28 00:30:00.000,6.5,8.0,114.0
19.0,2018-12-04 15:30:00.000,7.0,6.0,110.0
19.0,2018-12-04 16:30:00.000,6.5,7.0,110.0
19.0,2018-12-04 17:30:00.000,6.5,8.0,110.0
19.0,2018-12-04 18:30:00.000,6.5,8.0,110.0
19.0,2018-12-04 19:30:00.000,6.5,8.0,110.0
19.0,2018-12-04 20:30:00.000,6.5,8.0,110.0
19.0,2018-12-04 21:30:00.000,6.5,8.0,110.0
19.0,2018-12-04 22:30:00.000,6.5,8.0,110.0
19.0,2018-12-04 23:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 00:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 01:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 02:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 03:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 04:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 05:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 06:30:00.000,6.5,8.0,110.0
19.0,2018-12-05 07:30:00.000,6.5,8.0,111.0
19.0,2018-12-05 08:30:00.000,6.5,8.0,111.0
19.0,2018-12-05 09:30:00.000,6.5,8.0,111.0
19.0,2018-12-05 10:30:00.000,6.5,8.0,111.0
21.0,2018-12-18 14:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 15:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 16:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 17:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 18:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 19:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 20:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 21:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 22:30:00.000,6.3,7.0,120.0
21.0,2018-12-18 23:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 00:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 01:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 02:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 03:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 04:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 05:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 06:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 07:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 08:30:00.000,6.3,7.0,120.0
21.0,2018-12-19 10:30:00.000,6.3,6.5,120.0
21.0,2018-12-19 11:30:00.000,6.3,6.5,120.0
21.0,2018-12-19 12:30:00.000,6.3,6.5,120.0
21.0,2018-12-19 13:30:00.000,6.3,7.0,120.0
22.0,2018-12-19 14:30:00.000,6.3,7.0,118.0
22.0,2018-12-19 15:30:00.000,6.3,7.0,118.0
22.0,2018-12-19 16:30:00.000,6.3,7.0,118.0
22.0,2018-12-19 17:30:00.000,6.3,7.0,118.0
22.0,2018-12-19 18:30:00.000,6.3,7.0,118.0
22.0,2018-12-19 19:30:00.000,6.3,7.0,118.0
22.0,2018-12-19 20:30:00.000,6.6,7.0,118.0
22.0,2018-12-19 21:30:00.000,6.6,7.0,118.0
22.0,2018-12-19 22:30:00.000,6.6,7.0,118.0
22.0,2018-12-19 23:30:00.000,6.6,7.0,118.0
22.0,2018-12-20 00:30:00.000,6.6,7.0,118.0
22.0,2018-12-20 01:30:00.000,6.6,7.0,118.0
22.0,2018-12-20 02:30:00.000,6.6,7.0,118.0
22.0,2018-12-20 03:30:00.000,6.6,7.0,118.0
22.0,2018-12-20 04:30:00.000,6.6,7.0,118.0
22.0,2018-12-20 05:30:00.000,6.6,7.0,118.0
22.0,2018-12-20 06:30:00.000,6.6,7.0,118.0
23.0,2018-12-20 07:30:00.000,6.5,7.0,119.0
23.0,2018-12-20 08:30:00.000,6.5,7.5,119.0
23.0,2018-12-20 09:29:59.990,6.5,7.5,119.0
23.0,2018-12-20 10:29:59.985,6.5,7.0,119.0
24.0,2019-01-30 15:30:00.000,6.0,6.0,119.0
24.0,2019-01-30 16:30:00.000,6.0,7.0,119.0
24.0,2019-01-30 17:30:00.000,6.0,7.0,119.0
24.0,2019-01-30 18:30:00.000,6.0,7.0,119.0
24.0,2019-01-30 19:30:00.000,6.0,7.5,119.0
24.0,2019-01-30 20:30:00.000,6.0,7.5,119.0
24.0,2019-01-30 21:30:00.000,6.0,7.5,110.0
24.0,2019-01-30 22:30:00.000,6.0,7.5,110.0
24.0,2019-01-30 23:30:00.000,6.0,7.5,110.0
24.0,2019-01-31 00:30:00.000,6.0,7.5,110.0
24.0,2019-01-31 01:30:00.000,6.0,7.5,110.0
24.0,2019-01-31 02:30:00.000,6.0,7.5,110.0
24.0,2019-01-31 03:30:00.000,6.0,7.5,110.0
24.0,2019-01-31 04:30:00.000,6.0,7.5,110.0
24.0,2019-01-31 05:30:00.000,6.0,7.5,116.0
24.0,2019-01-31 06:30:00.000,6.0,7.5,116.0
24.0,2019-01-31 07:30:00.000,6.0,7.5,116.0
24.0,2019-01-31 08:30:00.000,6.0,7.5,116.0
24.0,2019-01-31 09:30:00.000,6.0,7.0,116.0
24.0,2019-01-31 10:30:00.000,6.0,7.0,116.0
24.0,2019-01-31 11:30:00.000,6.0,7.0,116.0
24.0,2019-01-31 12:30:00.000,6.0,7.0,116.0
25.0,2019-01-31 14:30:00.000,6.0,7.5,113.0
25.0,2019-01-31 15:30:00.000,6.0,7.5,113.0
25.0,2019-01-31 16:30:00.005,6.0,7.5,113.0
25.0,2019-01-31 17:30:00.010,6.0,7.5,113.0
25.0,2019-01-31 18:30:00.015,6.0,7.5,113.0
25.0,2019-01-31 19:30:00.020,6.0,7.5,113.0
25.0,2019-01-31 20:30:00.025,6.0,7.5,113.0
25.0,2019-01-31 21:30:00.030,6.0,7.5,113.0
25.0,2019-01-31 22:30:00.035,6.0,7.5,113.0
25.0,2019-01-31 23:30:00.040,6.0,7.5,113.0
25.0,2019-02-01 00:30:00.045,6.0,7.5,113.0
25.0,2019-02-01 01:30:00.050,6.0,7.5,113.0
25.0,2019-02-01 02:30:00.055,6.0,7.5,113.0
25.0,2019-02-01 03:30:00.060,6.0,7.5,113.0
25.0,2019-02-01 04:30:00.065,6.0,7.5,113.0
25.0,2019-02-01 05:30:00.070,6.0,7.5,113.0
25.0,2019-02-01 06:30:00.075,6.0,7.5,113.0
25.0,2019-02-01 07:30:00.080,6.0,7.5,113.0
25.0,2019-02-01 08:30:00.085,6.0,7.5,113.0
25.0,2019-02-01 09:30:00.090,6.0,7.5,113.0
25.0,2019-02-01 10:30:00.095,6.0,7.5,113.0
25.0,2019-02-01 11:30:00.100,6.0,7.5,113.0
25.0,2019-02-01 12:30:00.105,6.0,7.5,113.0
25.0,2019-02-01 13:30:00.110,6.0,7.5,113.0
26.0,2019-02-26 14:30:00.000,6.0,7.5,113.0
26.0,2019-02-26 15:30:00.000,6.0,7.5,113.0
26.0,2019-02-26 16:30:00.000,6.0,7.5,113.0
26.0,2019-02-26 17:30:00.000,6.0,7.5,113.0
26.0,2019-02-26 18:30:00.000,6.0,7.5,114.0
27.0,2019-02-26 12:30:00.000,6.0,6.0,109.0
