orders_details_id,slurry_process_order,slurry_line,slurry_start_time,water_pct,water_correction
10.0,31.0,SL 6,2018-08-18 07:15:00,0.66,-50
10.0,32.0,SL 6,2018-08-18 07:50:00,0.66,-50
10.0,33.0,SL 6,2018-08-18 08:25:00,0.66,-50
10.0,34.0,SL 6,2018-08-18 09:10:00,0.66,-50
10.0,35.0,SL 6,2018-08-18 09:55:00,0.66,-50
10.0,36.0,SL 6,2018-08-18 10:30:00,0.66,-50
10.0,37.0,SL 6,2018-08-18 11:35:00,0.66,-50
11.0,1.0,SL 6,2018-08-29 12:05:00,0.66,-30
11.0,2.0,SL 6,2018-08-29 12:35:00,0.66,-30
11.0,3.0,SL 6,2018-08-39 12:40,0.66,-30
11.0,4.0,SL 6,2018-08-29 13:20:00,0.66,-30
11.0,5.0,SL 6,2018-08-29 14:10:00,0.66,-50
11.0,6.0,SL 6,2018-08-29 15:05:00,0.66,-60
11.0,7.0,SL 6,2018-08-29 15:50:00,0.66,-70
11.0,8.0,SL 6,2018-08-29 16:30:00,0.66,-70
11.0,9.0,SL 6,2018-08-29 17:10:00,0.66,-70
11.0,10.0,SL 6,2018-08-29 17:50:00,0.66,-70
11.0,11.0,SL 6,2018-08-29 18:25:00,0.66,-70
11.0,12.0,SL 6,2018-08-29 19:05:00,0.66,-70
11.0,13.0,SL 6,2018-08-29 19:40:00,0.66,-70
11.0,14.0,SL 6,2018-08-29 20:20:00,0.66,-70
11.0,15.0,SL 6,2018-08-29 20:55:00,0.66,-70
11.0,16.0,SL 6,2018-08-29 21:35:00,0.66,-70
11.0,17.0,SL 6,2018-08-29 22:10:00,0.66,-70
11.0,18.0,SL 6,2018-08-29 23:30:00,0.66,-70
11.0,19.0,SL 6,2018-08-30 00:05:00,0.66,-70
11.0,20.0,SL 6,2018-08-30 00:45:00,0.66,-70
11.0,21.0,SL 6,2018-08-30 01:15:00,0.66,-70
11.0,22.0,SL 6,2018-08-30 02:00:00,0.66,-70
11.0,23.0,SL 6,2018-08-30 02:35:00,0.66,-70
11.0,24.0,SL 6,2018-08-30 03:10:00,0.66,-70
11.0,25.0,SL 6,2018-08-30 03:40:00,0.66,-70
11.0,26.0,SL 6,2018-08-30 04:20:00,0.66,-70
11.0,27.0,SL 6,2018-08-30 04:55:00,0.66,-70
11.0,28.0,SL 6,2018-08-30 05:35:00,0.66,-70
13.0,1.0,SL 6,2018-10-16 14:15:00,0.66,-60
13.0,2.0,SL 6,2018-10-16 14:55:00,0.66,-60
13.0,3.0,SL 6,2018-10-16 15:30:00,0.66,-60
13.0,4.0,SL 6,2018-10-16 16:10:00,0.66,-60
13.0,5.0,SL 6,2018-10-16 16:50:00,0.66,-60
13.0,6.0,SL 6,2018-10-16 17.30,0.66,-60
13.0,7.0,SL 6,2018-10-16 18:05:00,0.66,-60
13.0,8.0,SL 6,2018-10-16 18:40:00,0.66,-60
13.0,9.0,SL 6,2018-10-16 19:25:00,0.66,-60
13.0,10.0,SL 6,2018-10-16 20:05:00,0.66,-60
13.0,11.0,SL 6,2018-10-16 20:35:00,0.66,-60
13.0,12.0,SL 6,2018-10-16 21:20:00,0.66,-60
13.0,13.0,SL 6,2018-10-16 22:00:00,0.66,-60
13.0,14.0,SL 6,2018-10-16 22:35:00,0.66,-60
13.0,15.0,SL 6,2018-10-16 23:15:00,0.66,-60
13.0,16.0,SL 6,2018-10-16 00:00:00,0.66,-60
13.0,17.0,SL 6,2018-10-16 01:10:00,0.66,-60
13.0,18.0,SL 6,2018-10-16 01:50:00,0.66,-60
14.0,1.0,SL 6,2018-11-13 16:40:00,0.66,-10
14.0,2.0,SL 6,2018-11-13 16:45:00,0.66,-10
14.0,3.0,SL 6,2018-11-13 17:10:00,0.66,-10
14.0,4.0,SL 6,2018-11-13 18:10:00,0.66,-10
14.0,5.0,SL 6,2018-11-13 19:00:00,0.66,-10
14.0,6.0,SL 6,2018-11-13 19:30:00,0.66,-10
14.0,7.0,SL 6,2018-11-13 20:30:00,0.66,-10
14.0,8.0,SL 6,2018-11-13 21:20:00,0.66,-10
14.0,9.0,SL 6,2018-11-13 22:05:00,0.66,-10
14.0,10.0,SL 6,2018-11-13 22:55:00,0.66,-10
14.0,11.0,SL 6,2018-11-13 23:35:00,0.66,-10
14.0,12.0,SL 6,2018-11-14 00:30:00,0.66,-10
14.0,13.0,SL 6,2018-11-14 01:05:00,0.66,-10
14.0,14.0,SL 6,2018-11-14 01:50:00,0.66,-10
14.0,15.0,SL 6,2018-11-14 02:35:00,0.66,-10
14.0,16.0,SL 6,2018-11-14 03:10:00,0.66,-10
14.0,17.0,SL 6,2018-11-14 04:10:00,0.66,-10
14.0,18.0,SL 6,2018-11-14 04:55:00,0.66,-10
14.0,19.0,SL 6,2018-11-14 04:55:00,0.66,-10
14.0,20.0,SL 6,2018-11-14 05:35:00,0.66,-10
14.0,21.0,SL 6,2018-11-14 06:30:00,0.66,-10
14.0,22.0,SL 6,2018-11-14 07:15:00,0.66,-10
14.0,23.0,SL 6,2018-11-14 08:00:00,0.66,-10
14.0,24.0,SL 6,2018-11-14 08:15:00,0.66,-10
14.0,25.0,SL 6,2018-11-14 09:35:00,0.66,-10
14.0,26.0,SL 6,2018-11-14 10:20:00,0.66,-10
14.0,27.0,SL 6,2018-11-14 11:05:00,0.66,-10
14.0,28.0,SL 6,2018-11-14 11:55:00,0.66,-10
14.0,29.0,SL 6,2018-11-14 12:40:00,0.66,-10
14.0,30.0,SL 6,2018-11-14 13:25:00,0.66,-10
15.0,1.0,SL 6,2018-11-14 14:30:00,0.66,-10
15.0,2.0,SL 6,2018-11-14 14:55:00,0.66,-10
15.0,3.0,SL 6,2018-11-14 15:40:00,0.66,-10
15.0,4.0,SL 6,2018-11-14 16:25:00,0.66,-10
15.0,5.0,SL 6,2018-11-14 17:05:00,0.66,-10
15.0,6.0,SL 6,2018-11-14 17:50:00,0.66,-10
15.0,7.0,SL 6,2018-11-14 18:40:00,0.66,-10
15.0,8.0,SL 6,2018-11-14 19:20:00,0.66,-10
15.0,9.0,SL 6,2018-11-14 20:00:00,0.66,-10
15.0,10.0,SL 6,2018-11-14 20:50:00,0.66,-10
15.0,11.0,SL 6,2018-11-14 21:30:00,0.66,-10
15.0,12.0,SL 6,2018-11-14 22:15:00,0.66,-10
15.0,13.0,SL 6,2018-11-14 23:05:00,0.66,-10
15.0,14.0,SL 6,2018-11-14 23:50:00,0.66,-10
15.0,15.0,SL 6,2018-11-15 00:30:00,0.66,-10
15.0,16.0,SL 6,2018-11-15 01:15:00,0.66,-10
15.0,17.0,SL 6,2018-11-15 02:00:00,0.66,-10
15.0,18.0,SL 6,2018-11-15 02:40:00,0.66,-10
15.0,19.0,SL 6,2018-11-15 03:35:00,0.66,-10
15.0,20.0,SL 6,2018-11-15 04:10:00,0.66,-10
15.0,21.0,SL 6,2018-11-15 04:55:00,0.66,-10
15.0,22.0,SL 6,2018-11-15 05:45:00,0.66,-10
15.0,23.0,SL 6,2018-11-15 06:35:00,0.66,-10
15.0,24.0,SL 6,2018-11-15 07:15:00,0.66,-10
15.0,25.0,SL 6,2018-11-15 08:00:00,0.66,-10
15.0,26.0,SL 6,2018-11-15 08:50:00,0.66,-10
15.0,27.0,SL 6,2018-11-15 09:35:00,0.66,-10
15.0,28.0,SL 6,2018-11-15 10:20:00,0.66,-10
15.0,29.0,SL 6,2018-11-15 11:05:00,0.66,-10
15.0,30.0,SL 6,2018-11-15 11:50:00,0.66,-10
15.0,31.0,SL 6,2018-11-15 12:40:00,0.66,-10
15.0,32.0,SL 6,2018-11-15 13:30:00,0.66,-10
16.0,1.0,SL 6,2018-11-15 14:10:00,0.66,-10
16.0,2.0,SL 6,2018-11-15 15:00:00,0.66,-10
16.0,3.0,SL 6,2018-11-15 15:40:00,0.66,-10
16.0,4.0,SL 6,2018-11-15 16:30:00,0.66,-10
16.0,5.0,SL 6,2018-11-15 17:10:00,0.66,-10
16.0,6.0,SL 6,2018-11-15 18:00:00,0.66,-10
16.0,7.0,SL 6,2018-11-15 18:50:00,0.66,-10
16.0,8.0,SL 6,2018-11-15 19:40:00,0.66,-10
16.0,9.0,SL 6,2018-11-15 23:00:00,0.66,-10
16.0,10.0,SL 6,2018-11-15 23:15:00,0.66,-10
16.0,11.0,SL 6,2018-11-15 23:30:00,0.66,-15
16.0,12.0,SL 6,2018-11-16 00:25:00,0.66,-15
16.0,13.0,SL 6,2018-11-16 01:10:00,0.66,-15
16.0,14.0,SL 6,2018-11-16 02:05:00,0.66,-15
16.0,15.0,SL 6,2018-11-16 02:40:00,0.66,-15
16.0,16.0,SL 6,2018-11-16 03:30:00,0.66,-15
